ID,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
197,5,3,5,3,5,4,4,4,1,4,5,4,3,5,3,3,3,5,4,5,1,5,5,1,4,1,2,5,2,3,4,3,2,1,1,4,1,3,2,4,2,4,2,1,1,5,1,2,5,1,5,3,4,5,4,3,3,5,2,5,3,1,2,5,3,3,1,4,1,5,1,3,1,4,1,2,5,1,1,1,5,1,5,1,1,1,3,3,5,4,5,3,2,5,3,2,5,2,3,2
198,4,5,1,2,2,3,2,4,4,4,2,2,3,2,1,4,1,4,2,2,2,1,5,3,2,4,2,3,1,4,5,5,4,3,3,3,2,5,3,1,4,2,3,5,4,1,5,5,3,5,1,3,2,1,1,3,3,4,2,3,4,5,3,4,1,4,1,1,1,1,4,4,1,3,3,3,5,5,1,5,5,2,5,3,5,1,3,2,5,1,4,5,5,2,2,5,1,5,5,1
199,2,4,2,3,5,1,1,5,1,1,1,1,1,4,2,4,2,1,2,3,1,5,3,5,2,2,2,3,3,2,5,1,4,3,3,1,5,5,1,5,2,4,1,3,1,3,5,5,2,5,4,5,1,3,2,4,2,1,4,3,3,3,1,2,1,2,5,2,4,4,5,3,3,2,3,2,3,5,2,5,3,4,5,1,5,1,2,5,2,1,5,3,5,1,4,3,4,4,2,5
200,3,5,2,5,2,4,3,3,3,3,3,4,5,1,3,5,4,3,4,1,3,4,2,1,3,5,1,5,1,3,5,5,3,1,4,5,3,2,3,5,3,3,4,2,4,2,4,4,1,5,4,2,1,3,3,2,3,3,4,3,3,2,3,3,5,4,4,3,4,2,3,2,3,5,4,4,4,5,3,1,2,1,5,5,2,1,1,3,3,3,1,2,4,5,1,1,1,4,2,4
201,3,1,2,1,3,5,1,5,4,5,5,2,2,3,1,4,2,5,3,5,2,1,4,2,5,1,3,5,3,4,4,1,1,5,5,5,1,5,2,2,2,5,2,2,5,2,2,1,1,3,3,5,1,1,5,5,2,3,1,1,3,4,3,4,2,2,1,3,2,4,5,2,5,4,3,1,4,2,1,4,5,3,3,1,2,2,4,1,4,5,4,3,5,5,5,4,2,3,5,5
202,4,3,4,2,4,3,4,4,2,4,2,2,5,4,3,2,2,5,1,3,5,5,1,2,2,4,3,5,3,3,1,4,2,2,3,1,2,5,5,5,4,3,1,2,2,4,2,2,2,3,4,1,4,2,5,4,3,2,1,3,2,2,4,3,5,1,4,1,3,4,5,1,1,3,4,4,1,1,4,3,2,5,3,2,3,3,1,5,5,2,1,2,4,5,3,1,2,4,4,5
203,2,4,2,3,5,5,1,2,1,3,2,2,2,4,1,3,4,1,5,5,3,3,4,4,4,3,3,3,3,2,3,5,5,1,3,2,5,3,5,5,5,1,4,4,2,5,2,5,3,2,2,4,2,4,1,2,3,3,1,2,1,1,1,5,2,3,3,5,1,2,4,4,3,1,5,4,4,5,5,1,5,5,5,5,5,1,2,3,4,2,4,1,3,2,1,3,2,3,2,5
204,2,1,1,5,1,2,2,2,2,2,1,2,4,1,1,4,4,5,4,3,1,2,1,3,1,2,2,3,1,4,3,3,2,2,1,2,3,5,4,4,2,1,5,3,2,5,1,5,3,3,3,3,5,1,5,2,5,3,3,4,3,2,3,4,2,1,1,1,5,3,4,5,3,1,1,3,4,4,2,5,3,5,4,2,2,2,1,5,2,2,3,5,3,1,5,4,4,3,3,4
205,3,4,3,3,3,5,1,5,2,1,4,3,5,5,1,1,2,4,1,3,3,3,1,3,2,5,2,5,4,2,3,2,4,3,3,3,5,3,1,5,3,2,2,3,5,2,3,1,3,2,3,2,4,4,4,3,2,4,1,1,4,5,2,1,3,1,2,4,3,5,5,5,4,2,3,3,4,4,3,1,1,5,3,1,2,2,3,4,4,4,1,1,3,4,4,1,3,3,2,3
206,3,4,2,4,5,1,3,2,5,1,5,5,5,3,4,2,4,4,4,3,1,2,5,5,5,2,4,5,2,2,1,3,3,2,1,2,4,3,5,1,2,1,4,4,3,4,2,3,3,1,5,4,3,3,3,1,5,1,4,1,4,3,1,2,5,5,1,2,4,2,3,2,1,2,1,1,1,2,4,4,1,5,3,1,5,4,4,2,4,5,1,1,1,5,1,3,4,5,4,1
207,5,1,1,1,5,4,5,1,2,3,5,2,1,3,2,2,1,4,1,4,4,5,3,4,4,3,5,3,1,1,4,1,5,5,4,4,2,1,5,2,2,4,5,2,4,1,5,1,1,3,3,5,3,1,2,2,1,2,2,1,5,5,1,5,5,5,3,1,3,4,2,5,5,1,2,4,2,3,1,1,5,4,2,4,5,5,1,5,1,4,5,5,5,4,5,2,2,1,1,3
208,1,3,3,3,4,2,1,4,1,2,3,4,4,4,2,4,1,5,3,1,2,1,5,3,5,5,3,4,2,5,1,3,5,2,4,2,1,5,3,1,2,4,1,3,3,4,5,5,2,4,4,4,4,5,2,4,3,1,5,5,5,2,4,4,1,4,2,1,2,3,3,3,3,3,5,3,5,4,1,1,2,2,2,3,5,2,3,4,3,2,4,2,1,4,4,1,2,2,1,3
209,4,1,2,3,4,3,3,4,5,4,5,3,3,1,3,2,2,4,4,2,4,2,1,5,1,1,5,1,4,5,4,4,2,1,4,4,5,5,2,2,4,5,2,4,5,3,4,1,2,5,2,5,2,3,3,1,1,1,5,4,4,3,5,3,3,3,5,5,2,3,2,3,1,4,3,4,1,1,4,4,3,1,5,5,1,4,1,2,1,1,3,2,3,1,5,3,3,5,2,3
210,4,4,1,2,5,5,3,2,3,1,1,2,1,4,2,1,5,5,2,3,4,1,1,1,2,2,4,2,5,3,4,5,2,2,3,4,2,2,3,1,3,3,3,2,4,5,2,3,2,5,4,1,3,5,3,2,5,1,3,4,5,1,2,3,4,2,3,4,2,4,2,3,3,2,2,4,2,4,4,3,1,5,2,2,5,2,4,1,3,5,2,1,5,1,1,4,4,4,4,4
211,3,2,3,4,4,1,5,2,5,4,5,5,2,3,4,4,2,5,3,1,4,3,5,1,2,1,1,4,1,2,4,1,2,5,5,5,5,2,3,3,3,5,2,3,3,3,1,1,1,5,5,5,5,1,3,1,2,3,3,3,3,1,2,5,5,1,2,3,3,1,5,5,3,3,5,5,3,5,4,2,4,1,5,1,4,5,3,3,3,2,2,4,1,3,2,1,2,5,5,3
212,5,2,1,2,3,4,1,2,4,5,2,4,2,5,2,4,3,4,1,5,1,2,3,5,1,3,3,2,3,2,4,4,2,3,2,3,5,4,1,5,1,2,5,5,3,5,4,2,2,4,2,3,5,1,2,1,5,3,5,3,5,5,4,3,3,1,2,4,2,2,4,5,3,5,2,3,3,5,3,2,1,4,5,3,4,4,2,1,2,4,5,3,5,1,1,2,3,2,5,5
213,2,2,3,3,2,2,5,4,5,2,4,4,5,2,4,2,1,4,1,2,1,2,4,1,2,3,4,3,1,2,2,4,4,5,1,1,4,4,4,3,2,2,1,3,5,5,4,3,1,2,2,4,3,1,5,1,2,4,5,3,2,4,5,4,4,4,5,1,4,4,1,1,3,3,2,5,4,4,2,4,5,5,2,5,4,1,5,1,4,2,1,2,4,5,3,3,3,5,4,4
214,4,5,2,1,2,4,1,2,5,5,1,4,2,3,1,1,2,5,2,5,5,5,5,5,1,4,2,2,3,3,4,5,5,5,5,5,1,2,3,1,4,2,3,2,2,4,4,1,1,5,3,5,5,5,5,2,3,4,5,2,1,3,2,2,3,5,4,2,5,5,4,3,5,5,3,2,2,5,3,1,1,3,3,5,3,5,5,4,5,2,3,4,4,5,2,5,1,4,4,4
215,3,2,2,1,2,4,4,2,5,4,1,1,5,5,5,2,5,5,2,4,1,4,3,5,1,3,5,2,1,4,1,3,1,3,3,4,1,4,2,4,3,1,2,2,2,2,1,5,2,1,1,3,3,4,3,3,3,4,4,5,2,5,5,2,2,1,3,2,2,3,4,5,3,3,2,4,3,3,4,5,4,1,2,2,4,5,2,4,3,2,5,4,1,4,3,4,5,2,3,3
216,1,2,5,3,2,2,2,3,3,5,4,5,3,2,2,1,2,5,4,5,4,2,3,5,1,1,4,3,5,2,3,5,1,2,2,1,3,1,5,4,1,4,1,3,2,2,1,5,2,1,1,4,3,2,5,3,4,2,4,4,5,2,5,3,1,5,1,2,3,3,1,3,5,2,1,2,2,5,1,4,3,4,1,3,3,5,3,5,3,5,1,3,5,5,5,1,2,4,4,5
217,3,1,1,4,1,3,1,5,5,4,3,1,1,5,3,3,2,4,3,2,3,5,5,3,4,2,3,1,2,4,1,3,5,4,4,3,2,1,5,5,3,5,5,2,1,3,2,4,1,1,4,2,2,1,3,4,5,3,3,3,1,1,1,3,4,3,4,4,4,5,3,5,4,1,1,5,4,1,4,3,1,4,4,3,3,4,2,1,4,3,2,2,1,1,1,2,2,4,4,4
218,3,3,1,3,5,4,5,1,3,4,5,5,5,4,2,5,2,2,2,4,2,3,5,5,1,2,5,1,5,1,4,2,4,2,1,4,3,5,3,1,5,4,1,5,4,5,5,5,4,1,2,4,5,2,5,5,2,4,5,3,3,1,2,1,5,3,5,3,3,1,5,4,1,2,2,1,4,1,2,5,3,4,1,5,1,4,2,2,4,1,4,2,2,4,5,1,4,3,4,1
219,3,3,2,2,4,4,1,4,4,5,1,4,4,1,1,2,4,5,4,3,1,3,4,2,1,4,5,4,1,4,3,3,3,4,1,4,3,2,3,2,5,2,2,3,3,5,3,5,2,5,1,3,2,5,1,2,4,2,4,4,1,3,1,1,1,5,5,5,4,1,1,5,5,2,3,4,3,4,1,1,4,1,4,1,5,3,4,1,3,5,2,5,1,3,4,5,5,1,5,1
220,5,5,4,1,5,3,1,3,3,3,3,1,4,1,1,3,5,4,1,5,3,4,2,1,1,1,1,4,2,4,1,3,1,5,4,2,3,1,3,3,5,3,1,1,3,4,2,4,4,1,3,5,3,5,2,3,2,4,5,2,2,3,1,3,4,2,2,3,3,1,1,2,2,4,1,5,2,1,1,4,3,2,2,2,3,2,3,3,1,4,1,1,3,2,4,2,2,2,4,1
221,4,3,1,4,3,5,3,3,5,2,4,4,2,2,2,4,5,5,3,4,1,5,1,3,1,4,3,2,1,2,2,1,4,1,1,1,3,5,2,5,3,2,3,5,4,1,4,1,5,4,1,2,5,3,1,3,5,4,4,4,3,2,1,3,5,5,2,1,4,4,4,3,5,2,4,5,3,3,2,2,4,5,3,1,5,1,4,2,3,3,5,5,5,2,2,1,2,5,1,3
222,1,2,4,5,3,2,2,3,1,5,3,3,3,1,3,2,5,3,2,5,3,1,5,4,3,3,1,4,3,3,3,4,1,5,5,3,4,1,2,3,1,2,5,3,4,1,1,4,2,1,4,2,1,4,2,1,5,4,3,3,1,4,2,5,3,4,2,4,5,3,3,4,5,2,1,2,4,3,3,5,2,1,2,1,3,5,2,4,2,1,5,5,1,4,4,2,4,5,1,3
223,5,4,4,2,4,5,5,1,3,2,1,5,1,1,5,3,4,1,1,3,3,1,5,1,4,5,1,3,4,1,4,2,5,5,3,2,1,5,5,4,4,4,2,1,4,4,1,4,1,5,5,3,4,3,5,2,2,4,2,2,1,1,2,3,5,4,1,5,3,1,5,1,1,5,1,4,5,2,4,2,3,3,3,4,2,3,3,1,1,5,1,4,4,1,3,5,1,2,5,1
224,1,3,4,5,1,4,2,1,5,3,1,5,3,3,2,1,2,2,1,5,4,3,5,1,1,3,5,3,2,4,4,2,1,2,1,2,3,1,5,1,1,4,4,1,5,5,3,2,4,3,4,1,2,3,5,1,3,4,1,1,2,4,3,4,4,3,5,5,5,2,1,4,4,3,1,1,4,3,2,2,2,2,1,2,5,5,5,1,5,3,2,4,3,5,1,1,1,4,3,1
225,3,2,3,5,4,4,2,2,3,5,1,1,1,4,3,4,4,2,3,4,5,1,1,1,2,4,1,3,4,2,3,4,3,5,2,2,1,1,4,4,1,2,5,3,1,4,2,3,4,3,4,2,2,3,3,5,4,3,4,1,4,1,3,5,4,1,4,5,4,4,4,1,1,1,2,5,4,3,1,3,1,4,1,2,1,1,5,2,1,3,1,4,4,3,3,5,4,5,5,5
226,5,2,3,2,2,1,5,2,1,4,3,5,4,2,4,2,4,3,4,4,2,1,5,1,2,1,3,5,1,2,4,3,4,5,1,1,3,2,4,3,5,2,4,5,2,3,4,1,1,2,2,3,4,5,3,2,5,3,1,4,3,2,5,3,5,5,2,4,1,5,4,3,5,2,3,2,3,5,2,5,4,1,5,4,1,4,1,5,5,5,5,5,3,3,5,3,1,2,2,5
227,1,2,2,2,3,1,1,1,4,4,5,4,4,4,5,3,4,1,2,5,2,1,4,5,2,1,1,1,3,4,1,2,5,4,2,4,1,4,1,2,1,1,2,1,3,5,3,5,4,3,2,3,3,5,2,2,2,3,5,5,1,5,2,4,4,4,3,2,1,1,1,2,3,5,4,3,5,1,1,4,2,5,1,1,5,5,4,2,2,4,2,1,1,3,5,1,2,1,2,4
228,4,4,3,1,3,4,3,5,2,4,2,3,3,1,3,4,1,4,1,1,2,5,4,4,4,3,3,4,5,1,1,2,3,1,3,3,4,4,4,3,3,5,4,1,4,2,5,4,3,1,1,5,1,4,4,5,1,2,1,1,4,3,1,1,2,2,5,1,2,1,1,3,4,2,4,3,5,5,5,2,3,5,4,2,2,1,2,1,4,5,2,1,5,1,5,3,3,3,2,5
229,3,4,2,3,3,3,1,5,3,2,4,3,1,3,5,3,2,3,2,2,1,1,2,3,5,5,1,4,4,4,2,4,3,2,5,5,5,1,2,5,3,3,2,4,3,2,4,4,5,5,1,5,5,3,4,5,5,2,3,5,3,2,5,5,2,3,5,3,3,4,3,4,5,5,1,4,5,2,1,4,5,3,4,5,3,5,5,4,5,5,4,1,3,4,5,4,2,2,1,1
230,2,3,2,5,3,2,3,3,1,1,1,4,4,5,5,1,3,1,3,4,4,2,5,5,5,1,4,2,2,4,4,5,4,4,5,3,5,3,5,1,5,2,3,4,1,5,4,3,3,1,2,3,1,4,3,1,5,5,4,2,2,5,5,4,3,1,4,4,3,3,3,4,2,1,5,4,4,4,1,2,5,5,5,2,3,4,2,5,1,5,5,5,1,3,3,5,4,5,5,3
231,5,1,2,1,2,3,5,1,3,3,2,3,4,1,2,3,1,4,4,1,2,5,5,1,5,3,4,3,2,2,5,3,5,2,1,2,4,4,2,2,2,5,2,2,5,4,5,1,1,3,2,3,5,5,4,4,3,2,2,3,3,2,5,1,5,5,1,5,2,4,1,2,4,3,3,5,3,3,3,3,4,1,2,3,3,5,1,4,4,2,5,4,5,4,4,1,1,4,1,5
232,4,1,2,5,5,1,4,5,1,1,3,4,1,4,3,3,5,1,1,3,1,4,3,1,5,1,1,3,4,2,4,1,1,2,4,5,3,3,1,1,5,5,3,3,4,3,2,2,5,2,1,2,3,2,3,2,3,1,2,4,5,2,3,1,4,4,3,5,5,3,1,5,5,5,4,1,2,3,1,5,5,4,1,1,4,3,1,4,2,1,3,4,4,4,4,3,3,2,3,3
233,2,1,3,3,2,3,4,1,4,2,2,3,4,5,4,3,1,5,5,2,2,4,2,4,5,1,5,1,3,4,4,5,5,4,3,2,4,2,4,2,4,3,1,3,4,4,3,1,4,4,4,5,1,5,3,3,5,5,3,1,3,5,3,5,1,4,2,1,3,4,3,4,5,4,4,2,1,2,4,5,3,4,2,3,1,2,5,2,1,1,3,5,2,5,5,2,2,2,5,1
234,4,3,5,5,3,1,1,4,2,5,4,2,1,5,3,2,4,3,1,5,3,2,3,1,2,4,5,3,1,1,4,4,4,3,5,2,2,2,2,1,5,3,5,5,1,4,4,2,3,2,2,4,5,3,2,5,1,3,3,1,2,4,4,5,5,3,4,2,1,4,1,5,2,1,3,5,1,4,5,5,4,2,3,4,5,1,3,2,4,3,4,1,2,2,5,4,3,1,2,1
235,5,4,4,2,4,3,1,4,2,1,4,5,1,1,5,2,3,3,1,1,1,4,3,5,3,4,4,2,4,5,4,5,5,1,2,1,2,2,1,3,5,4,1,4,3,1,3,4,4,3,2,5,5,2,3,5,2,4,1,1,1,2,4,1,3,3,3,1,1,5,1,1,2,5,5,3,5,1,3,4,1,1,2,5,3,5,5,2,4,3,2,3,3,1,3,2,1,5,3,4
236,1,4,3,4,4,2,4,3,2,4,3,1,2,4,3,4,3,3,3,2,4,4,3,5,1,2,5,5,1,4,1,5,5,5,2,2,3,4,5,4,3,4,2,5,2,1,3,1,5,4,5,4,5,1,5,4,2,5,4,4,5,1,5,3,5,1,2,5,1,1,5,4,5,2,1,4,3,1,2,3,4,3,4,1,3,4,2,3,4,5,4,5,1,2,1,5,1,1,3,1
237,2,4,4,5,5,2,1,5,1,5,1,5,5,4,5,1,4,2,2,1,2,2,4,4,3,1,1,5,5,3,2,2,5,4,2,2,2,1,5,3,5,5,5,2,5,5,2,5,4,2,3,5,4,5,4,2,2,4,3,2,3,3,4,1,2,2,2,5,2,3,2,3,2,5,1,1,5,4,4,2,1,5,2,5,5,5,5,4,5,5,2,1,1,1,2,1,5,2,3,3
238,3,4,4,3,3,3,3,3,5,1,2,2,2,5,4,4,1,4,1,3,2,3,1,2,3,2,2,4,4,3,3,5,3,3,1,1,4,5,2,3,3,3,5,5,1,2,5,5,4,2,3,1,5,1,4,4,3,1,2,1,1,2,5,3,5,5,2,3,4,5,2,4,4,3,3,4,4,1,3,3,1,1,2,3,3,5,4,2,2,1,2,1,3,1,5,2,3,1,1,3
239,1,5,1,2,2,3,5,1,1,3,2,4,3,1,3,4,4,3,5,4,1,1,2,3,5,2,1,4,1,1,3,2,5,4,2,5,4,4,1,1,5,1,4,5,4,5,2,3,1,5,5,5,1,5,5,1,3,2,4,1,5,5,3,3,2,1,1,1,4,1,3,2,3,3,1,2,4,3,1,2,2,4,2,4,1,5,3,1,5,1,2,4,2,3,5,5,4,5,2,4
240,4,5,4,3,1,4,4,1,4,1,1,5,2,4,3,2,2,5,2,3,1,3,3,4,5,3,4,1,3,1,2,4,1,1,1,5,1,4,3,3,3,4,4,5,1,5,5,1,4,2,4,5,1,4,3,5,4,4,2,5,4,3,1,1,5,2,3,2,5,3,4,3,4,2,4,3,1,2,5,3,5,4,2,2,2,2,3,4,3,3,3,4,2,4,5,1,1,2,2,4
241,4,5,1,1,3,2,4,2,1,3,1,4,3,1,3,5,4,1,4,2,5,3,5,3,3,3,2,1,2,4,1,4,1,4,1,3,4,2,2,5,1,2,4,4,1,2,2,5,2,2,3,1,4,2,4,2,5,3,2,2,5,3,4,1,1,3,3,2,3,4,1,2,1,5,1,4,5,4,1,3,3,2,3,1,4,3,4,3,4,2,5,5,3,5,3,5,5,1,5,3
242,3,1,1,3,1,4,3,3,5,4,2,2,4,2,5,4,2,2,4,2,5,5,3,4,1,1,3,1,1,4,3,1,1,4,2,2,2,4,1,4,4,5,1,1,3,3,5,5,2,2,5,3,4,2,1,4,4,3,2,3,4,1,2,2,5,2,2,2,2,1,4,5,1,5,4,1,2,2,2,3,1,5,1,4,1,5,1,2,5,3,5,2,4,2,3,3,2,3,4,4
243,5,2,4,3,3,5,4,2,2,1,5,2,5,3,5,2,2,3,3,3,2,2,2,2,2,3,4,4,2,5,3,2,3,1,1,5,3,3,1,4,4,3,3,3,1,2,4,3,1,3,1,5,1,1,5,3,1,4,5,5,5,5,4,2,4,4,2,3,4,4,5,3,1,5,5,2,5,2,1,3,3,3,5,4,5,5,5,3,5,3,2,1,1,4,1,2,1,4,3,4
244,3,3,3,4,1,5,4,4,5,1,1,1,2,2,3,1,1,2,1,5,4,2,5,2,2,2,5,2,4,2,2,2,4,4,4,5,2,5,1,1,2,5,5,1,1,5,4,1,3,2,4,3,2,4,2,2,4,3,3,3,1,4,4,3,4,4,5,4,2,4,2,1,5,3,3,1,3,3,3,5,1,5,2,3,4,5,4,3,3,1,1,1,5,3,4,4,3,5,3,1
245,3,4,5,4,4,3,2,2,1,5,5,2,1,2,2,1,5,1,4,1,4,5,3,4,4,3,2,5,1,4,1,2,4,1,2,3,4,1,5,3,5,3,3,4,5,1,4,5,4,5,2,4,3,4,4,5,4,1,3,1,3,4,4,1,5,5,3,4,5,2,5,2,2,4,3,4,2,2,2,4,4,1,1,5,1,4,2,5,4,2,2,1,1,5,1,2,1,2,3,3
246,2,3,5,5,3,3,2,1,5,4,1,3,4,2,1,2,1,2,3,5,1,1,5,2,1,1,2,4,5,3,5,3,5,4,4,5,4,4,4,2,4,5,5,1,5,5,3,2,3,4,5,4,4,3,2,5,1,1,4,2,1,4,2,2,5,4,5,1,2,2,3,4,1,2,3,1,2,2,5,3,1,1,4,2,4,1,4,5,1,5,3,1,3,5,3,2,4,5,5,2
247,3,5,2,2,1,2,4,1,1,5,5,5,3,1,1,4,1,5,5,1,1,2,5,5,5,4,4,2,3,2,3,4,2,1,1,1,3,2,1,2,3,4,2,5,4,3,5,5,1,3,2,5,1,5,4,1,3,3,4,2,4,5,1,1,1,2,1,5,4,5,2,4,1,4,4,5,3,3,2,4,3,5,2,4,2,2,3,2,5,1,1,1,3,4,2,4,1,1,2,2
248,3,3,5,3,2,2,4,1,2,4,4,3,4,1,4,5,1,4,3,4,3,2,3,3,2,4,2,5,5,3,3,5,2,1,3,3,2,2,3,2,5,2,2,4,1,1,4,4,2,1,2,2,5,5,4,1,1,5,4,1,2,1,5,3,3,2,1,2,1,2,3,1,4,1,4,5,5,4,2,1,1,1,4,1,4,1,1,3,2,5,5,4,2,3,3,2,1,4,3,5
249,1,4,3,2,1,3,1,3,3,2,3,5,4,5,4,2,4,1,1,5,2,5,2,3,1,1,3,2,3,2,1,4,1,2,3,3,4,5,4,2,2,4,3,5,3,5,4,2,1,2,3,4,3,2,4,2,2,1,2,4,1,4,2,5,2,1,5,5,3,5,1,5,2,4,1,1,2,2,1,2,1,3,1,3,1,3,5,5,4,5,2,2,1,3,4,5,2,4,1,2
250,1,5,2,2,4,5,4,3,1,4,5,3,4,2,4,3,3,1,3,3,3,2,1,2,4,4,2,3,2,3,4,2,2,2,4,5,2,5,2,5,4,1,4,2,4,3,2,3,1,4,3,2,5,5,1,2,2,4,5,1,2,5,3,4,2,3,5,2,5,3,5,5,3,4,1,1,2,5,4,4,3,5,2,3,1,3,2,1,5,1,5,1,2,5,4,3,3,3,1,1
251,1,4,5,2,2,2,3,5,1,1,5,2,2,1,1,3,5,1,1,5,4,3,2,4,2,4,4,3,1,1,3,5,1,1,5,4,3,5,3,5,2,2,5,5,3,3,2,4,3,2,5,1,5,1,4,1,1,5,3,4,4,3,1,3,5,2,1,5,3,5,2,5,2,2,3,1,5,4,1,3,4,4,2,4,5,5,4,1,3,2,4,1,2,1,3,3,3,5,4,4
252,4,5,4,3,2,2,4,2,5,2,3,4,3,2,1,1,1,5,4,2,2,2,5,4,3,1,2,3,2,4,2,3,3,4,3,4,4,2,4,3,4,2,2,4,3,4,1,2,1,4,1,1,2,3,1,3,2,1,3,2,2,3,2,3,3,4,2,1,1,1,3,3,2,2,2,1,1,5,5,1,4,4,1,4,3,3,5,3,5,5,2,2,2,1,5,2,5,4,4,4
253,1,4,3,2,4,1,2,4,5,2,5,2,5,3,3,4,4,1,4,1,4,2,5,1,3,1,3,5,5,2,5,2,2,5,2,4,2,3,4,1,2,4,1,3,4,5,4,2,1,5,1,2,4,1,5,1,4,2,2,3,5,4,3,2,3,1,1,2,2,4,4,2,3,5,4,2,2,4,1,2,4,2,3,5,2,5,5,3,2,3,2,3,2,1,3,1,5,5,5,4
254,1,2,2,1,3,4,3,5,2,1,5,4,3,5,3,2,3,4,4,4,4,5,1,2,4,2,1,4,1,1,5,5,3,5,5,4,1,4,4,4,3,1,5,1,2,4,1,4,5,2,2,2,3,1,3,4,4,1,2,1,5,5,3,4,3,4,5,2,5,1,5,2,3,4,4,5,5,1,3,3,2,4,1,5,4,1,2,4,4,2,4,5,5,2,1,2,5,3,3,4
255,1,3,1,5,2,2,4,2,3,4,4,1,1,5,5,5,4,2,2,1,4,2,3,1,4,1,3,1,3,3,5,4,2,1,1,5,5,4,5,2,2,2,1,5,5,2,4,1,1,4,1,2,3,5,4,3,3,1,4,1,3,2,5,4,5,5,2,4,4,5,2,5,2,4,3,4,2,5,3,5,4,4,4,5,3,2,3,4,1,2,1,2,1,4,2,2,3,3,1,3
256,3,1,4,2,4,4,2,4,5,4,3,5,3,2,4,5,1,3,3,5,4,5,1,1,3,4,2,3,4,1,2,5,3,2,5,4,3,5,1,1,2,3,1,4,1,3,4,5,1,3,3,4,4,3,3,4,1,1,4,3,3,2,1,4,4,5,3,5,4,3,3,1,2,2,3,2,1,5,3,5,5,5,4,3,4,5,2,5,4,5,3,5,4,1,3,3,1,3,5,1
257,2,5,5,3,4,2,2,3,5,5,2,2,5,1,3,5,4,3,3,2,5,1,5,2,2,4,5,2,3,1,2,4,1,5,1,5,1,1,1,1,1,5,3,4,2,2,4,4,3,4,2,5,3,2,3,5,3,3,4,5,3,2,3,2,2,5,3,4,5,3,2,2,5,4,1,3,2,5,1,3,2,2,1,1,1,5,1,2,4,5,3,2,4,5,3,3,3,4,4,2
258,5,3,5,3,5,5,1,2,4,2,1,2,3,3,3,4,1,4,2,1,1,3,1,3,3,4,4,2,4,4,4,4,5,1,2,5,5,3,3,3,1,2,3,3,2,4,2,5,1,1,1,1,4,4,4,3,3,5,5,1,5,3,1,2,1,1,2,5,1,2,1,1,5,2,5,5,3,4,5,1,1,3,3,2,1,5,3,2,3,2,3,3,2,5,4,1,5,3,4,5
259,3,4,2,4,1,4,2,4,1,3,1,3,1,4,1,1,2,4,1,4,2,1,1,2,4,2,3,2,5,1,4,1,3,1,4,1,4,1,4,5,2,3,2,1,2,3,4,3,2,5,5,1,3,3,1,5,5,3,5,5,3,5,1,2,5,2,4,1,1,2,5,4,4,4,1,4,5,1,5,2,3,4,5,4,4,5,3,4,5,3,5,5,5,4,5,3,3,2,3,4
260,5,4,1,3,5,2,5,1,1,3,4,2,2,4,4,2,1,3,4,4,5,1,5,4,4,5,1,5,2,2,5,2,2,2,5,5,4,3,3,4,1,1,1,2,4,2,3,5,1,4,5,3,4,2,4,2,2,4,2,3,2,3,2,5,3,1,4,3,5,3,4,5,3,5,2,3,3,5,1,4,5,4,3,2,4,4,4,5,1,3,5,4,2,1,2,1,1,5,5,2
261,5,5,2,4,4,1,4,1,5,4,2,4,2,2,4,4,4,5,2,1,5,1,1,3,2,1,3,1,4,1,2,2,1,4,1,1,3,4,1,1,3,3,2,2,2,5,1,1,2,1,4,3,2,5,4,5,1,2,4,1,3,4,4,4,3,1,3,5,5,1,5,3,5,4,4,4,1,3,5,4,2,1,2,5,1,3,2,2,2,3,2,3,5,4,2,5,1,3,4,2
262,5,5,2,1,3,1,3,5,4,1,4,2,2,5,3,4,4,3,5,2,3,1,2,3,5,2,4,2,5,3,4,1,1,1,3,3,2,3,2,1,5,1,4,2,2,3,3,5,5,2,5,4,1,5,1,3,3,4,2,4,2,5,4,1,3,5,5,2,5,2,1,1,4,5,4,5,2,1,3,2,2,3,5,2,4,1,3,3,3,4,3,2,1,5,3,2,4,2,1,2
